id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
N63084,"Finansiella intäkter regionkoncern, kr/inv","Finansiella intäkter regionkoncern, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-08-31
N63085,"Finansiella kostnader regionkoncern, kr/inv","Finansiella kostnader regionkoncern, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-08-31
N63091,"Avskrivningar samt nedskrivningar, region, kr/inv",Avskrivningar samt nedskrivningar region dividerat med antal invånare totalt 31/12 år T. Källa: SCB.,L,0,2023,2024-08-31
N63093,"Finansiella kostnader, region, kr/inv","Finansiella kostnader region, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-08-31
N63095,"Resultat efter synnerliga skäl i region, kr/inv","Resultat efter synnerliga skäl i region, dividerat med antal invånare totalt den 31/12. Resultat efter synnerliga skäl avser balanskravsresultatet justerat för av regionen beslutade synnerliga skäl att inte täcka hela eller delar av ett negativt balanskravsresultat alternativt andra justeringar förenliga med god ekonomisk hushållning. Källa: SCB.",L,0,2023,2024-03-15
N63096,"Skulder till närstående företag region, kr/inv","Skulder till närstående företag region, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-08-31
N63097,"Bidrag för läkemedelsförmånen region, kr/inv","Bidrag för läkemedelsförmånen region, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-03-15
N63098,"Avgiftsbestämd ålderspension i KAP-KL (exkl. löneskatt), region, kr/inv","Avgiftsbestämd ålderspension i KAP-KL (exkl. löneskatt), region, mkr dividerat med antal invånare totalt 31/12. Källa: SCB.",L,0,2023,2024-08-31
N63100,"Kostnad forskning och utveckling region, kr/inv","Kostnad för forskning och utveckling region, kr/inv. Avser utgifter för egen FoU + utgifter för utlagd FoU (uppdrag). Uppgifter publiceras endast vartannat år Källa: SCB.",L,0,2023,2024-02-22
N63120,"Nettokostnad pensionsutbetalningar och ränteintäkter, kr/inv",Nettokostnad för interna ränteintäkter och pensionsutbetalningar under konto 446. Tidigare kallat nettokostnader utanför verksamheten.  Källa: SCB:s Räkenskapssammandrag.,L,0,2023,2024-08-31
N63121,"Jämförelsestörande poster region, kr/inv","Jämförelsestörande poster, Nettokostnad (Bruttokostnad exklusive externa och interna intäkter (bruttointäkt).), mkr dividerat med antal invånare i regionen 31/12. Multipliceras med 1 000 000 för redovisning i kr/inv. Med jämförelsestörande poster avses kostnader eller intäkter i verksamheten som kan betraktas som rörelsefrämmande och som därför försvårar jämförande analyser. Enbart i de fall där RKR:s rekommendation nr 3.1 tillämpas i årsredovisningen är särredovisning till jämförelsestörande poster tillåtet. Källa: SCB:s Räkenskapssammandrag.",L,0,2023,2024-08-31
N63125,"Justerad skattesats region, (%)","Regionens skattesats justerad för olikheter i verksamhetsansvar baserat på regionens faktiskt redovisade kostnader för kollektivtrafik, hemsjukvård, färdtjänst och utbildning. Den faktiska skattesatsen justeras med nettokostnadens avvikelse mot riket. Syftet är att öka jämförbarheten av skattesatsen med avseende på hälso- och sjukvård mellan regionerna. En sammantaget högre nettokostnad än riket ger en lägre justerad skattesats än den faktiska skattesatsen. En sammantaget lägre nettokostnad än riket ger en högre justerad skattesats än den faktiska skattesatsen. Källa: SKR.",L,0,2023,2023-10-15
N63126,"Soliditet inkl pensionsåtag. regionkoncern, (%)","Eget kapital minus pensionsförmåner intjänade före 1998 samt löneskatt, som redovisas utanför balansräkningen dividerat med totala tillgångar. Avser regionkoncern. Källa: SKR och SCB.",L,0,2023,2024-08-31
N63132,"Balanskravsresultat region, kr/inv","Balanskravsresultat region, tkr dividerat med antal invånare totalt 31/12. Avser årets resultat enligt resultaträkningen minus samtliga realisationsvinster plus realisationsvinster enligt undantagsmöjlighet. Källa: SCB.",L,0,2023,2024-03-15
N63133,"Soliditet inklusive ansvarsförbindelsen, andel (%) av totala tillgångar","Eget kapital minus pensionsskuld för pensionsförmåner intjänade före 1998 inklusive löneskatt, dividerat med totala tillgångar. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63134,"Strukturjusterad hälso- och sjukvårdskostnad, kr/inv (Föregående år)","Strukturjusterad nettokostnad i kronor per invånare för föregående år. Måttet används i nyckeltalspaketet för finansiella nyckeltal som fastställts av ekonomidirektörsnätverket. I det sammanhanget används föregående års värden. Måttet anger kostnadsnivån för hälso- och sjukvård sedan hänsyn tagits till kostnadspåverkande faktorer som regionen inte kan påverka bland annat befolkningens ålderssammansättning m.m. Kostnadsbegreppet som används är nettokostnad, det vill säga verksamhetens kostnader minus verksamhetens intäkter. Kostnader för privat vård och den vård som befolkningen konsumerar i annat region ingår. Modellen för beräkning av standardkostnaden fångar inte upp alla strukturella faktorer som påverkar kostnadsläget. Utjämningssystemet har förändrats, vilket påverkar beräkningarna från 2014 och gör att jämförelser med tidigare år inte är lämpliga. Från och med 2014 ingår också lönestrukturen i beräkningen av standardkostnaden. Källa: SCB och SKR",L,0,2023,2023-10-15
N63135,"Finansiella nettotillgångar, andel (%) av skatter och generella statsbidrag","Finansiella tillgångar minus finansiella skulder dividerat med skatterintäkter och generella statsbidrag. Med finansiella tillgångar avses aktier och andelar (koncernföretagen inkluderas ej), Obliagationer, certifikat och andra värdepapper, långfristiga fordringar, kortsiktiga placeringar samt Kassa och bank. Med finansiella skulder avses långfristiga skulder därav checkräkningskredit, långfristiga skulder därav lån i banker och kreditinstitut, långfristiga skulder därav skulder till koncernföretag, långfristiga skulder därav långfristig leasingskuld, långfristiga skulder därav långfristiga lån i utländsk valuta, övriga kortfristiga skulder därav kortfristig del av leasingskuld, övriga kortfristiga skulder därav kortfristiga låneskulder, övriga kortfristiga skulder därav kortfristig del av långfristiga skulder samt övriga kortfristiga skulder därav kortfristiga lån i utländsk valuta. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63136,"Soliditet exklusive ansvarsförbindelsen, andel (%) av totala tillgångar","Eget kapital dividerat med totala tillgångar. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63137,"Investeringar (femårsgenomsnitt), kr/inv","Ett 5-årssnitt av Bruttoinvesteringar minus erhållna investeringsbidrag dividerat med antalet invånare 1 nov. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. För Region Gotland är investeringar år 2015-2018 schablonmässigt beräknade som 35 procent av kommunens investeringar. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63138,"Anläggningstillgångar - Byggnader och mark, kr/inv","Anläggningstillgångar avseende byggnader och mark dividerat med antalet invånare 1 nov. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63139,"Anläggningstillgångar - Maskiner och inventarier, kr/inv","Anläggningstillgångar avseende maskiner och inventarier dividerat med antalet invånare 1 nov. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63140,"Anläggningstillgångar - Övriga tillgångar, kr/inv","Anläggningstillgångar avseende koncernrelaterade tillgångar mm dividerat med antalet invånare 1 nov. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63141,"Bruttolåneskuld, andel (%) av skatter och generella bidrag","Finansiella skulder dividerat med skatter och generella bidrag. Med finansiella skulder avses långfristiga skulder därav checkräkningskredit, långfristiga skulder därav lån i banker och kreditinstitut, långfristiga skulder därav skulder till koncernföretag, långfristiga skulder därav långfristig leasingskuld, långfristiga skulder därav långfristiga lån i utländsk valuta, övriga kortfristiga skulder därav kortfristig del av leasingskuld, övriga kortfristiga skulder därav kortfristiga låneskulder, övriga kortfristiga skulder därav kortfristig del av långfristiga skulder samt övriga kortfristiga skulder därav kortfristiga lån i utländsk valuta. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63142,"Verksamhetens resultat region, andel (%) av skatter och statsbidrag","Verksamhetens resultat dividerat med skatter och statsbidrag. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63143,"Kostnadsutveckling (i förhållande till skatter och generella statsbidrag), årlig förändring (%)","Förändring i verksamhetens kostnader (justerat för skatteväxlingar och engångsposter) mellan år T och år T-1, dividerat med förändring i skatter och generella statsbidrag (justerat för skattehöjningar och skatteväxlingar) mellan år T och år T-1. För Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63144,"Självfinansieringsgrad investeringar (Årets resultat + avskrivningar) / Bruttoinvesteringar, (%)","Resultat och avskrivningar i relation till bruttoinvesteringar. För åren 2012–2015 används nettoinvesteringar. Källa: SCB (RS), sammanställt av SKR",L,0,2023,2023-10-15
N63145,"Finansnetto, kr/inv","Finansiella intäkter minus finansiella kostnader dividerat med antalet invånare 1 nov. Kopplad till finansiella spindeln, för Region Östergötland avses regionkoncern t o m år 2019. För Region Stockholm, Västragötalandsregionen och Region Skåne avses regionkoncern, för övriga avses regionen. Källa: Egna uppgifter från regionen, sammanställt av SKR.",L,0,2023,2023-10-15
N63146,Resultat efter finansiella poster (% av skatter och statsbidrag),"Resultat efter finansiella poster dividerat med skatter och och generella statsbidrag. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63147,"Balanskravsresultat, andel (%) av skatter och generella statsbidrag","Balanskravsresultat efter finansiella poster dividerat med skatter och generella statsbidrag. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63148,"Nettokostnadsutveckling (i förhållande till antalet invånare), årlig förändring (%)","Förändring av regionens nettokostnad per invånare år T jämfört med år T-1. Antalet invånare avser 1 nov. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63149,"Budgetavvikelse, kr/inv","Regionens nettokostnad minus budgeterad nettokostnad dividerat med antalet invånare 1 nov. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63150,"Kassalikviditet, andel (%) av kortfristiga skulder","Summa omsättningstillgångar minus förråd och lager dividerat med kortfristiga skulder. Källa: Egna uppgifter från regionen, sammanställt av SKR",L,0,2023,2023-10-15
N63201,"Köp av verksamhet totalt från kommunalförbund och SKR, andel (%)","Regionens köp av verksamhet totalt, från kommunalförbund och SKR, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63202,"Köp av verksamhet totalt från kommuner inkl. Gotland, andel (%)","Regionens köp av verksamhet totalt, från kommuner inkl. Gotland, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63203,"Köp av verksamhet totalt från staten och statliga myndigheter, andel (%)","Regionens köp av verksamhet totalt, från staten och statliga myndigheter, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63204,"Köp av verksamhet totalt från hushåll och individer, andel (%)","Regionens köp av verksamhet totalt, från individer och hushåll, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63205,"Köp av verksamhet totalt från utlandet, andel (%)","Regionens köp av verksamhet totalt, från utlandet, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63206,"Köp av kultur, utbildning och allmän regional utveckling, totalt, andel (%)","Regionens köp av kultur, utbildning och allmän regional utveckling, totalt, som andel av nettokostnad för kultur, utbildning och allmän regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63207,"Köp av kultur, utbildning och allmän regional utveckling från offentliga utförare, andel (%)","Regionens köp av kultur, utbildning och allmän regional utveckling, från offentliga utförare, som andel av nettokostnad för kultur, utbildning och allmän regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63208,"Köp av kultur, utbildning och allmän regional utveckling från privata utförare, andel (%)","Regionens köp av kultur, utbildning och allmän regional utveckling, från privata utförare, som andel av nettokostnad för kultur, utbildning och allmän regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63209,"Köp av trafik och infrastruktur från offentliga utförare, andel (%)","Regionens köp av trafik och infrastruktur, från offentliga utförare, som andel av nettokostnad för trafik och infrastruktur (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63210,"Köp av trafik och infrastruktur från privata utförare, andel (%)","Regionens köp av trafik och infrastruktur, från privata utförare, som andel av nettokostnad för trafik och infrastruktur (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63211,"Köp av övrig hälso- och sjukvård från privata utförare, andel (%)","Regionens köp av övrig hälso- och sjukvård, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för övrig hälso- och sjukvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63212,"Köp av övrig hälso- och sjukvård från offentliga utförare, andel (%)","Regionens köp av övrig hälso- och sjukvård, från offentliga utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för övrig hälso- och sjukvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63213,"Köp av tandvård från privata utförare, andel (%)","Regionens köp av tandvård, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för tandvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63214,"Köp av tandvård från offentliga utförare, andel (%)","Regionens köp av tandvård, från offentliga utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för tandvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63215,"Köp av specialiserad psykiatrisk vård från privata utförare, andel (%)","Regionens köp av specialiserad psykiatrisk vård, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för specialiserad psykiatrisk vård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63216,"Köp av specialiserad psykiatrisk vård från offentliga utförare, andel (%)","Regionens köp av specialiserad psykiatrisk vård, från offentliga utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för specialiserad psykiatrisk vård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63217,"Köp av specialiserad somatisk vård från privata utförare, andel (%)","Regionens köp av specialiserad somatisk vård, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för specialiserad somatisk vård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63218,"Köp av specialiserad somatisk vård från offentliga utförare, andel (%)","Regionens köp av specialiserad somatisk vård, från offentliga utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för specialiserad somatisk vård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63219,"Köp av primärvård från privata utförare, andel (%)","Regionens köp av primärvård, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för primärvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63220,"Köp av primärvård från offentliga utförare, andel (%)","Regionens köp av primärvård, från offentliga utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för primärvård (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I både köp och nettokostnad inkluderas köp av service. Källa: SCB.",L,0,2023,2024-08-31
N63221,"Köp av verksamhet totalt från offentliga utförare, andel (%)","Regionens köp av verksamhet totalt, från offentliga utförare, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63222,"Köp av verksamhet totalt från privata utförare, andel (%)","Regionens köp av verksamhet totalt, från privata utförare, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63223,"Köp av hälso- och sjukvård totalt från offentliga utförare, andel (%)","Regionens köp av hälso- och sjukvård totalt, från offentliga utförare, som andel av nettokostnad exkl. kostnader för läkemedel inom förmånen för hälso- och sjukvård totalt (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63224,"Köp av hälso- och sjukvård totalt från privata utförare, andel (%)","Regionens köp av hälso- och sjukvård totalt, från privata utförare, som andel av nettokostnad, exkl. kostnader för läkemedel inom förmånen, för hälso- och sjukvård totalt (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. Källa: SCB.",L,0,2023,2024-08-31
N63225,"Köp av regional utveckling, totalt, andel (%)","Regionens köp av regional utveckling, totalt, som andel av nettokostnad för regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I regional utveckling ingår trafik och infrastruktur, kultur, utbildning och allmän regional utveckling. Källa: SCB.",L,0,2023,2024-08-31
N63226,"Köp av regional utveckling, från offentliga utförare, andel (%)","Regionens köp av regional utveckling, från offentliga utförare, som andel av nettokostnad för regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I regional utveckling ingår trafik och infrastruktur, kultur, utbildning och allmän regional utveckling. Källa: SCB.",L,0,2023,2024-08-31
N63227,"Köp av regional utveckling, från privata utförare,  andel (%)","Regionens köp av regional utveckling, från privata utförare, som andel av nettokostnad för regional utveckling (%). Köp av verksamhet är betalning för ett offentligt uppdrag (kärnverksamhet) som överlämnats till någon annan att utföra. I regional utveckling ingår trafik och infrastruktur, kultur, utbildning och allmän regional utveckling. Källa: SCB.",L,0,2023,2024-08-31
N65001,"Kostnad politisk verksamhet region, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och regioner för politisk verksamhet region, dividerat med antal invånare i regionen den 31/12. Avser kostnader för politikerna och deras verksamhet samt administration direkt knuten till detta. Området omfattar vidare revision samt bidrag till politiska partier och till Sveriges kommuner och regioner. Källa: SCB.",L,0,2023,2024-08-31
N65002,"Köp av politisk verks. avs. hälso- och sjukvård som andel av nettokostnad, (%)",Regionernas köp av verksamhet avseende politisk verks. avs. hälso- och sjukvård (procentuell andel av nettokostnaden). Källa: SCB.,L,0,2023,2024-08-31
N65003,"Kostnad politisk verksamhet avseende hälso- och sjukvård, kr/inv","Kostnad för politisk verksamhet avseende hälso- och sjukvård, dividerat med antal invånare i regionen den 31/12. Med kostnad avses bruttokostnad minus interna intäkter och försäljning till andra kommuner och region. Källa: SCB.",L,0,2023,2024-08-31
N65005,"Kostnad politisk verksamhet avseende regional utveckling, kr/inv","Kostnad för politisk verksamhet avseende regional utveckling, dividerat med antal invånare i regionen den 31/12. Med kostnad avses bruttokostnad minus interna intäkter och försäljning till andra kommuner och region. Källa: SCB.",L,0,2023,2024-08-31
N65006,"Kostnad arvoden, ersättningar m.m. revision region, tkr","Kostnad arvoden, ersättningar m.m. revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65007,"Kostnad utbildning o. konferenser revision region, tkr","Kostnad utbildning o. konferenser revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65008,"Kostnad sakkunniga anställda revision region, tkr","Kostnad sakkunniga anställda revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65009,"Kostnad sakkunniga upphandlade revision region, tkr","Kostnad sakkunniga upphandlade revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65010,"Kostnad övriga revision region, tkr","Kostnad övriga revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65011,"Bruttokostnad revision region, tkr","Bruttokostnad revision region, tkr Källa: SKR:s enkät till regionerna.",L,0,,
N65012,"Intäkter revision region, tkr","Intäkter revision, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65013,"Nettokostnad revision region, tkr","Nettokostnad revision region, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65014,"Total verksamhetskostnad brutto region, tkr","Total verksamhetskostnad brutto, tkr. Källa: SKR:s enkät till regionerna.",L,0,,
N65015,"Nettokostnad revison region, promille av total verksamhetskostnad",Nettokostnad revison region dividerat med total verksamhetskostnad multiplicerat med 1000. Källa: SKR:s enkät till regionerna.,L,0,,
N65016,"Nettokostnad revision region, kr/inv",Nettokostnad revision region dividerat med antal invånare 31/12. Källa: SKR:s enkät till regionerna.,L,0,2023,2024-02-22
N65405,"Revisionsberättelse utan anmärkning eller avstyrkt ansvarsfrihet region, (Ja=1, Nej=0)","Revisionsberättelse utan anmärkning eller avstyrkt ansvarsfrihet region, (Ja=1, Nej=0). Källa: SKR:s databas Ansvarsprövningsbanken.",L,0,2021,2022-12-07
N65406,"Ansvarsprövning i LF utan anmärkning och med beviljad ansvarsfrihet för samtliga ledamöte, (Ja=1, Nej=0)",Ansvarsprövning i LF utan anmärkning och med beviljad ansvarsfrihet för samtliga ledamöte. Källa: SKR:s databas Ansvarsprövningsbanken.,L,0,2021,2022-12-07
N65701,"Förtroendevalda revisorer i regionen, antal","Förtroendevalda revisorer i regionen, antal. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2023-08-30
N65801,"Röster på Socialdemokraterna i senaste regionvalet, andel (%)","Antal röster på Socialdemokraterna i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65802,"Röster på Vänsterpartiet i senaste regionvalet, andel (%)","Antal röster på Vänsterpartiet i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65803,"Röster på Miljöpartiet i senaste regionvalet, andel (%)","Antal röster på Miljöpartiet i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65804,"Röster på Sverigedemokraterna i senaste regionvalet, andel (%)","Antal röster på Sverigedemokraterna i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65805,"Röster på Moderaterna i senaste regionvalet, andel (%)","Antal röster på Moderaterna i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65806,"Röster på Liberalerna i senaste regionvalet, andel (%)","Antal röster på Liberalerna i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65807,"Röster på Centerpartiet i senaste regionvalet, andel (%)","Antal röster på Centerpartiet i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65808,"Röster på Kristdemokraterna i senaste regionvalet, andel (%)","Antal röster på Kristdemokraterna i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65809,"Röster på övriga partier i senaste regionvalet, andel (%)","Antal röster på övriga partier i senaste regionvalet dividerat med antalet giltiga röster i senaste regionvalet, multiplicerat med 100. Med övriga partiet avses de partier som ej är representerade i riksdagen. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65810,"Förtroendevalda regionpolitiker på heltid, andel (%)","Antal förtroendevalda på heltid i kommunen dividerat med antal förtroendevalda totalt i regionen multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65811,"Förtroendevalda regionpolitiker på deltid, andel (%)","Antal förtroendevalda på deltid i kommunen dividerat med antal förtroendevalda totalt i regionen multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65812,Antal invånare per förtroendevald regionpolitiker,"Antal invånare totalt 31/12 år T-1 i kommunen dividerat med antal förtroendevalda i regionen. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2024,2024-04-22
